date,pred_native_15m,charge_window,discharge_window,charge_mwh,discharge_mwh,soc_end,gross,aux_cost,net,pf_gross,pf_aux_cost,pf_net
2026-03-20,False,08:30–17:45,10:45–22:30,1096.61,997.91,-0.0,124387.0,1595.0,122792.0,208137.0,1595.0,206542.0
2026-03-21,False,08:45–24:00,10:15–21:45,1200.0,328.85,800.0,32278.0,-175.0,32453.0,104482.0,-175.0,104658.0
2026-03-22,False,08:30–16:00,03:30–23:30,945.77,1623.8,-0.0,437358.0,4204.0,433154.0,437997.0,4204.0,433793.0
2026-03-23,False,08:45–17:00,10:30–22:30,1023.75,931.61,0.0,66610.0,967.0,65644.0,132240.0,967.0,131273.0
2026-03-24,False,05:00–16:30,06:30–24:00,1199.16,1091.24,0.0,237103.0,817.0,236286.0,332146.0,817.0,331329.0
2026-03-25,False,08:30–15:00,17:30–23:15,838.63,763.15,0.0,337608.0,2470.0,335138.0,419262.0,2470.0,416792.0
2026-03-26,False,00:00–24:00,01:15–22:15,1179.88,310.54,800.0,-169039.0,5072.0,-174110.0,466409.0,5072.0,461338.0
2026-03-27,False,08:15–21:30,00:30–24:00,1082.38,1748.12,0.0,476245.0,5869.0,470377.0,345203.0,5869.0,339334.0
2026-03-28,False,–,–,0.0,0.0,0.0,0.0,4219.0,-4219.0,50821.0,4219.0,46602.0
2026-03-29,False,07:45–18:15,11:15–24:00,1200.0,1092.0,0.0,-86285.0,3748.0,-90033.0,230716.0,3748.0,226968.0
2026-03-30,False,–,–,0.0,0.0,0.0,0.0,5132.0,-5132.0,282363.0,5132.0,277231.0
2026-03-31,False,06:15–16:15,11:00–24:00,1200.0,1092.0,0.0,267030.0,1183.0,265847.0,304199.0,1183.0,303016.0
2026-04-01,False,03:00–17:30,05:00–24:00,1200.0,1092.0,0.0,226805.0,4059.0,222746.0,317224.0,4059.0,313165.0
2026-04-02,False,00:00–24:00,01:15–20:00,1200.0,328.85,800.0,84922.0,533.0,84388.0,143156.0,533.0,142623.0
2026-04-03,False,03:00–17:00,00:00–23:15,1200.0,1855.15,-0.0,353826.0,1000.0,352825.0,389270.0,1000.0,388270.0
2026-04-04,False,04:00–17:00,04:30–24:00,1176.31,1070.44,0.0,100243.0,160.0,100083.0,184264.0,160.0,184104.0
2026-04-05,False,01:45–17:00,03:45–24:00,1096.84,998.13,0.0,272309.0,928.0,271381.0,367383.0,928.0,366455.0
2026-04-06,False,00:00–16:00,01:15–23:00,927.91,844.4,0.0,214264.0,1877.0,212386.0,327511.0,1877.0,325634.0
2026-04-07,False,08:00–24:00,18:00–20:15,1200.0,341.25,787.0,-22793.0,2348.0,-25141.0,224778.0,2348.0,222430.0
2026-04-08,False,01:15–16:00,00:00–22:15,896.79,1566.83,0.0,115024.0,511.0,114512.0,193651.0,511.0,193140.0
2026-04-09,False,00:30–22:45,03:00–24:00,1200.0,1092.0,0.0,119885.0,1976.0,117909.0,362660.0,1976.0,360684.0
2026-04-10,False,03:30–18:00,05:00–23:15,1061.13,965.63,0.0,439208.0,2411.0,436798.0,658756.0,2411.0,656345.0
2026-04-11,False,02:00–17:15,03:15–11:00,1200.0,328.85,800.0,8972.0,1638.0,7334.0,164456.0,1638.0,162819.0
2026-04-12,False,02:45–16:00,00:00–22:30,1189.52,1845.62,0.0,251440.0,1428.0,250013.0,365209.0,1428.0,363781.0
2026-04-13,False,00:00–16:00,02:15–24:00,1200.0,1092.0,0.0,145890.0,2333.0,143558.0,257982.0,2333.0,255649.0
2026-04-14,False,07:45–17:00,13:30–23:15,1052.91,958.15,0.0,30898.0,3529.0,27369.0,319453.0,3529.0,315924.0
2026-04-15,False,08:00–23:15,11:15–21:45,1200.0,328.85,800.0,24726.0,341.0,24385.0,189972.0,341.0,189631.0
2026-04-16,False,–,00:00–06:30,0.0,763.15,0.0,279758.0,2107.0,277651.0,252926.0,2107.0,250819.0
2026-04-17,False,00:45–16:45,02:15–21:30,1200.0,1092.0,0.0,157231.0,454.0,156777.0,345871.0,454.0,345417.0
